编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,抗菌药门诊可用,抗菌药需会诊审批,抗菌药允许紧急使用,抗菌药门诊疗程上限,需要皮试,皮试方式,皮试液配置方式,皮试观察分钟,皮试结果有效小时,皮试配置说明,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-W019-01,米诺环素片,Minocycline,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W019-02,米诺环素胶囊,Minocycline,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W019-03,米诺环素胶囊,Minocycline,WESTERN,CAPSULE,100mg,粒,100,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-01,红霉素肠溶（片剂、胶囊）,Erythromycin,WESTERN,CAPSULE,0.125g（12.5 万单位）,粒,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-02,红霉素肠溶（片剂、胶囊）,Erythromycin,WESTERN,CAPSULE,0.25g（25万单位）,粒,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-03,红霉素片,Erythromycin,WESTERN,TABLET,0.125g（12.5 万单位）,片,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-04,红霉素片,Erythromycin,WESTERN,TABLET,0.25g（25万单位）,片,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-05,红霉素胶囊,Erythromycin,WESTERN,CAPSULE,0.125g（12.5 万单位）,粒,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-06,红霉素胶囊,Erythromycin,WESTERN,CAPSULE,0.25g（25万单位）,粒,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W020-07,红霉素注射用无菌粉末,Erythromycin,WESTERN,INJECTION,0.25g（25 万单位）,支,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W020-08,红霉素注射用无菌粉末,Erythromycin,WESTERN,INJECTION,0.3g（30 万单位）,支,0.3,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W020-09,红霉素注射用无菌粉末,Erythromycin,WESTERN,INJECTION,0.5g（50万单位）,支,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W021-01,阿奇霉素片,Azithromycin,WESTERN,TABLET,0.25g（25 万单位）,片,0.25,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W021-02,阿奇霉素胶囊,Azithromycin,WESTERN,CAPSULE,0.25g（25 万单位）,粒,0.25,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W021-03,阿奇霉素颗粒,Azithromycin,WESTERN,GRANULE,0.1g（10 万单位）,袋,0.1,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W021-04,阿奇霉素干混悬剂,Azithromycin,WESTERN,ORAL_LIQUID,0.1g（10 万单位）,瓶,0.1,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W021-05,阿奇霉素注射用无菌粉末,Azithromycin,WESTERN,INJECTION,0.5g（50 万单位）,支,0.5,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W022-01,克拉霉素片,Clarithromycin,WESTERN,TABLET,0.125g（12.5 万单位）,片,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W022-02,克拉霉素片,Clarithromycin,WESTERN,TABLET,0.25g（25 万单位）,片,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W022-03,克拉霉素颗粒,Clarithromycin,WESTERN,GRANULE,0.125g（12.5 万单位）,袋,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W022-04,克拉霉素颗粒,Clarithromycin,WESTERN,GRANULE,0.25g（25 万单位）,袋,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W023-01,克林霉素胶囊,Clindamycin,WESTERN,CAPSULE,0.075g,粒,0.075,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W023-02,克林霉素胶囊,Clindamycin,WESTERN,CAPSULE,0.15g,粒,0.15,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W023-03,克林霉素颗粒,Clindamycin,WESTERN,GRANULE,75mg,袋,75,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W023-04,克林霉素注射液,Clindamycin,WESTERN,INJECTION,1ml ∶150mg,支,1,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W023-05,克林霉素注射液,Clindamycin,WESTERN,INJECTION,2ml ∶300mg,支,2,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W023-06,克林霉素注射液,Clindamycin,WESTERN,INJECTION,4ml ∶600mg,支,4,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W023-07,克林霉素注射液,Clindamycin,WESTERN,INJECTION,6ml ∶900mg,支,6,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W024-01,磷霉素钠注射用无菌粉末,Fosfomycin,WESTERN,INJECTION,1.0g（100 万单位）,支,1.0,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W024-02,磷霉素钠注射用无菌粉末,Fosfomycin,WESTERN,INJECTION,2.0g（200 万单位）,支,2.0,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W024-03,磷霉素钠注射用无菌粉末,Fosfomycin,WESTERN,INJECTION,4.0g（400 万单位）,支,4.0,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W024-04,磷霉素散,Fosfomycin,WESTERN,POWDER,3.0g（300 万单位）,袋,3.0,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W025-01,夫西地酸注射用无菌粉末,Fusidic Acid,WESTERN,INJECTION,0.125g,支,0.125,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W025-02,夫西地酸注射用无菌粉末,Fusidic Acid,WESTERN,INJECTION,0.25g,支,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W025-03,夫西地酸注射用无菌粉末,Fusidic Acid,WESTERN,INJECTION,0.5g,支,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W026-01,复方磺胺甲噁（ 恶）唑片,Compound Sulfamethoxazole,WESTERN,TABLET,400mg∶80mg,片,400,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W026-02,复方磺胺甲噁（ 恶）唑注射液,Compound Sulfamethoxazole,WESTERN,INJECTION,5ml ∶400mg∶80mg［磺胺甲噁（恶）唑∶甲氧苄啶］,支,400,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W027-01,磺胺嘧啶片,Sulfadiazine,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W027-02,磺胺嘧啶注射液,Sulfadiazine,WESTERN,INJECTION,2ml ∶0.4g,支,2,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W027-03,磺胺嘧啶注射液,Sulfadiazine,WESTERN,INJECTION,5ml ∶1g,支,5,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W028-01,诺氟沙星片,Norfloxacin,WESTERN,TABLET,0.1g,片,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W028-02,诺氟沙星胶囊,Norfloxacin,WESTERN,CAPSULE,0.1g,粒,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W029-01,环丙沙星片,Ciprofloxacin,WESTERN,TABLET,0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W029-02,环丙沙星片,Ciprofloxacin,WESTERN,TABLET,0.5g （乳酸盐）氯化钠注射液：100ml ∶0.2g,片,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W030-01,左氧氟沙星片,Levofloxacin,WESTERN,TABLET,0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W030-02,左氧氟沙星片,Levofloxacin,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W030-03,左氧氟沙星氯化钠注射液,Levofloxacin,WESTERN,INJECTION,50ml ∶0.25g,支,50,ml,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W030-04,左氧氟沙星氯化钠注射液,Levofloxacin,WESTERN,INJECTION,100ml ∶0.5g,支,100,ml,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W031-01,莫西沙星片,Moxifloxacin,WESTERN,TABLET,0.4g,片,0.4,g,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W031-02,莫西沙星氯化钠注射液,Moxifloxacin,WESTERN,INJECTION,250ml（莫西沙星0.4g 与氯化钠 2.0g）,支,250,ml,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W032-01,甲硝唑片,Metronidazole,WESTERN,TABLET,0.2g,片,0.2,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W032-02,甲硝唑胶囊,Metronidazole,WESTERN,CAPSULE,0.2g,粒,0.2,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W032-03,甲硝唑氯化钠注射液,Metronidazole,WESTERN,INJECTION,100ml ∶0.5g,支,100,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W033,替硝唑片,Tinidazole,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W034,呋喃妥因肠溶片,Nitrofurantoin,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W035,结核病用药常规定制,JHBYY,WESTERN,TABLET,以国家专项规定为准,片,,,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W036-01,氨苯砜片,Dapsone,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W036-02,氨苯砜片,Dapsone,WESTERN,TABLET,100mg,片,100,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-01,氟康唑片,Fluconazole,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-02,氟康唑片,Fluconazole,WESTERN,TABLET,100mg,片,100,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-03,氟康唑片,Fluconazole,WESTERN,TABLET,150mg,片,150,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-04,氟康唑胶囊,Fluconazole,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-05,氟康唑胶囊,Fluconazole,WESTERN,CAPSULE,100mg,粒,100,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-06,氟康唑胶囊,Fluconazole,WESTERN,CAPSULE,150mg,粒,150,mg,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W037-07,氟康唑氯化钠注射液,Fluconazole,WESTERN,INJECTION,100ml ∶0.2g,支,100,ml,ROOM_TEMPERATURE,是,是,是,RESTRICTED,是,是,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W038-01,伊曲康唑分散片,Itraconazole,WESTERN,TABLET,0.1g,片,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W038-02,伊曲康唑颗粒,Itraconazole,WESTERN,GRANULE,0.1g,袋,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W038-03,伊曲康唑胶囊,Itraconazole,WESTERN,CAPSULE,0.1g,粒,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W038-04,伊曲康唑口服溶液剂,Itraconazole,WESTERN,ORAL_LIQUID,150ml ∶1.5g,瓶,150,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W039-01,两性霉素注射用无菌粉末,B Amphotericin B,WESTERN,INJECTION,5mg（5000 单 位）,支,5,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W039-02,两性霉素注射用无菌粉末,B Amphotericin B,WESTERN,INJECTION,25mg（2.5 万单位）,支,25,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W039-03,两性霉素注射用无菌粉末,B Amphotericin B,WESTERN,INJECTION,50mg 注射用脂质体：50mg（5 万单位）,支,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W040-01,卡泊芬净注射用无菌粉末,Caspofungin,WESTERN,INJECTION,50mg,支,50,mg,ROOM_TEMPERATURE,是,是,是,SPECIAL,否,是,否,,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W040-02,卡泊芬净注射用无菌粉末,Caspofungin,WESTERN,INJECTION,70mg,支,70,mg,ROOM_TEMPERATURE,是,是,是,SPECIAL,否,是,否,,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W041-01,小檗碱片,Berberine,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W041-02,小檗碱片,Berberine,WESTERN,TABLET,100mg,片,100,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W042-01,阿昔洛韦片,Aciclovir,WESTERN,TABLET,0.1g,片,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W042-02,阿昔洛韦片,Aciclovir,WESTERN,TABLET,0.2g,片,0.2,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W042-03,阿昔洛韦胶囊,Aciclovir,WESTERN,CAPSULE,0.2g,粒,0.2,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W042-04,阿昔洛韦注射用无菌粉末,Aciclovir,WESTERN,INJECTION,0.25g,支,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W043-01,更昔洛韦注射用无菌粉末,Ganciclovir,WESTERN,INJECTION,0.05g,支,0.05,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W043-02,更昔洛韦注射用无菌粉末,Ganciclovir,WESTERN,INJECTION,0.15g,支,0.15,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W043-03,更昔洛韦注射用无菌粉末,Ganciclovir,WESTERN,INJECTION,0.25g,支,0.25,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W043-04,更昔洛韦注射用无菌粉末,Ganciclovir,WESTERN,INJECTION,0.5g,支,0.5,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IVGTT,QD,否,是,ACTIVE
MED-2026-W044-01,奥司他韦胶囊,Oseltamivir,WESTERN,CAPSULE,30mg,粒,30,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W044-02,奥司他韦胶囊,Oseltamivir,WESTERN,CAPSULE,45mg,粒,45,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W044-03,奥司他韦胶囊,Oseltamivir,WESTERN,CAPSULE,75mg,粒,75,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W044-04,奥司他韦颗粒,Oseltamivir,WESTERN,GRANULE,15mg,袋,15,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W044-05,奥司他韦颗粒,Oseltamivir,WESTERN,GRANULE,25mg,袋,25,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W044-06,奥司他韦干混悬剂,Oseltamivir,WESTERN,ORAL_LIQUID,0.36g,瓶,0.36,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W045-01,恩替卡韦片,Entecavir,WESTERN,TABLET,0.5mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W045-02,恩替卡韦片,Entecavir,WESTERN,TABLET,1mg,片,1,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W045-03,恩替卡韦分散片,Entecavir,WESTERN,TABLET,0.5mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W045-04,恩替卡韦分散片,Entecavir,WESTERN,TABLET,1mg,片,1,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W045-05,恩替卡韦胶囊,Entecavir,WESTERN,CAPSULE,0.5mg,粒,0.5,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W045-06,恩替卡韦口服溶液剂,Entecavir,WESTERN,ORAL_LIQUID,210ml ∶10.5mg,瓶,210,ml,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,QD,否,是,ACTIVE
MED-2026-W046-01,利巴韦林片,Ribavirin,WESTERN,TABLET,0.1g,片,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W046-02,利巴韦林胶囊,Ribavirin,WESTERN,CAPSULE,0.1g,粒,0.1,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W047,索磷布韦维帕他韦片,Sofosbuvir and Velpatasvir,WESTERN,TABLET,每片 含 400mg 索磷布韦和100mg 维帕他韦,片,400,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W048-01,替诺福韦二吡呋酯片,Tenofovir Disoproxil,WESTERN,TABLET,0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W048-02,替诺福韦二吡呋酯胶囊,Tenofovir Disoproxil,WESTERN,CAPSULE,0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W049,丙酚替诺福韦片,TenofovirAlafenamide,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-W050-01,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,10μg∶0.5ml,支,10,μg,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-02,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,30μg∶1ml注射用人干扰素α1b ∶10μg,支,30,μg,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-03,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,30μg人干扰素α2a 注射液,支,30,μg,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-04,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,注射用人干扰素α2a ∶300 万 IU,支,,,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-05,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,500 万 IU人干扰素α2b 注射液,支,,,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-06,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,注射用人干扰素α2b ∶300 万 IU,支,,,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
MED-2026-W050-07,人干扰素人干扰素α1b注射液,Human Interferon,WESTERN,INJECTION,500 万 IU,支,,,REFRIGERATED,是,是,是,NON_RESTRICTED,是,否,是,7,否,,,,,,,,IM,QD,否,是,ACTIVE
