编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,需要皮试,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-W262-02,呋塞米（注射液）,Furosemide,WESTERN,INJECTION,2ml ∶20mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W263-01,托拉塞米（片剂）,Torasemide,WESTERN,TABLET,5mg 、10mg 、20mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W263-02,托拉塞米（注射液）,Torasemide,WESTERN,INJECTION,2ml ∶10mg 、4ml ∶20mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W264,氢氯噻嗪片剂,Hydrochlorothiazide,WESTERN,TABLET,6.25mg 、10mg 、25mg,片,6.25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W265,螺内酯片剂,Spironolactone,WESTERN,TABLET,12mg 、20mg,片,12,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W266,氨苯蝶啶片剂,Triamterene,WESTERN,TABLET,50mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W267,非奈利酮片剂,Finerenone,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W268,甘油果糖氯化钠注射液,Glycerol Fructose,WESTERN,INJECTION,250ml 、500ml,支,250,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W269,坦洛新（坦索罗辛）缓释胶囊,Tamsulosin,WESTERN,CAPSULE,0.2mg,粒,0.2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W270,特拉唑嗪片剂,Terazosin,WESTERN,TABLET,片剂、胶囊：2mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W271,非那雄胺片剂,Finasteride,WESTERN,TABLET,片剂、胶囊：5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W272,腹膜透析液注射液,Peritoneal Dialysis Solution,WESTERN,INJECTION,注射液（腹腔用药）,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W273-01,硫酸亚铁（片剂）,Ferrous Sulfate,WESTERN,TABLET,0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W273-02,硫酸亚铁（缓释片）,Ferrous Sulfate,WESTERN,TABLET,0.45g,片,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W274-01,右旋糖酐铁（口服溶液剂）,Iron Dextran,WESTERN,ORAL_LIQUID,5ml ∶25mg（Fe ）、 10ml ∶50mg（Fe）,瓶,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W274-02,右旋糖酐铁（注射液）,Iron Dextran,WESTERN,INJECTION,2ml ∶50mg（Fe ）、 2ml ∶100mg（Fe）,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W275,琥珀酸亚铁片剂,Ferrous Succinate,WESTERN,TABLET,0. 1g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W276,维生素注射液,B12 Vitamin B12,WESTERN,INJECTION,1ml ∶0.25mg 、1ml ∶0.5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W277,叶酸片剂,Folic Acid,WESTERN,TABLET,0.4mg 、5mg,片,0.4,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W278-01,腺苷钴胺（片剂）,Cobamamide,WESTERN,TABLET,0.25mg,片,0.25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W278-02,腺苷钴胺（胶囊）,Cobamamide,WESTERN,CAPSULE,0.5mg,粒,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W279-01,甲钴胺（片剂）,Mecobalamin,WESTERN,TABLET,片剂、胶囊：0.5mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W279-02,甲钴胺（注射液）,Mecobalamin,WESTERN,INJECTION,1ml ∶0.5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W280,人促红素注射液,Human Erythropoietin,WESTERN,INJECTION,2000IU、3000IU、10000IU,支,2000,IU,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W281,罗沙司他胶囊,Roxadustat,WESTERN,CAPSULE,20mg 、50mg,粒,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W282,氯吡格雷片剂,Clopidogrel,WESTERN,TABLET,25mg 、75mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W283,吲哚布芬片剂,Indobufen,WESTERN,TABLET,0. 1g 、0.2g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W284,替格瑞洛片剂,Ticagrelor,WESTERN,TABLET,60mg 、90mg,片,60,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W285,西洛他唑片剂,Cilostazol,WESTERN,TABLET,50mg 、100mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W286,凝血酶散剂,Thrombin,WESTERN,POWDER,200 单位、500 单位、2000单位,袋,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W287,维生素注射液,K1 Vitamin K1,WESTERN,INJECTION,1ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W288,甲萘氢醌片剂,Menadiol,WESTERN,TABLET,2mg 、4mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W289,氨甲苯酸注射液,Aminomethylbenzoic Acid,WESTERN,INJECTION,10ml ∶0. 1g 、5ml ∶50mg,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W290,氨甲环酸注射液,Tranexamic Acid,WESTERN,INJECTION,2.5ml ∶0.25g 、5ml ∶0.25g、 5ml ∶0.5g,支,2.5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W291,鱼精蛋白注射液,Protamine,WESTERN,INJECTION,5ml ∶50mg 、10ml ∶0. 1g,支,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W292,血友病用药注射用无菌粉末,XYBYY,WESTERN,INJECTION,注射用无菌粉末,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W293-01,肝素（注射液）,Heparin,WESTERN,INJECTION,（钙）注射液： 1ml ∶5000 单位、 1ml ∶10000 单位,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W293-02,肝素（注射液）,Heparin,WESTERN,INJECTION,（钠）注射液：2ml ∶5000 单位、 2ml ∶12500 单位,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W294,低分子量肝素注射液,Low Molecular Weight Heparin,WESTERN,INJECTION,注射液,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W295,华法林片剂,Warfarin,WESTERN,TABLET,1mg 、2.5mg 、3mg 、5mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W296,尿激酶注射用无菌粉末,Urokinase,WESTERN,INJECTION,10 万单位、25万单位,支,10,万单位,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W297,达比加群酯胶囊,Dabigatran Etexilate,WESTERN,CAPSULE,110mg 、150mg,粒,110,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W298,利伐沙班片剂,Rivaroxaban,WESTERN,TABLET,10mg 、15mg 、20mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W299,重组人组织型纤溶酶原激酶衍生物注射用无菌粉末,"Recombinant Human
Tissue-type Plasminogen Activator Derivative",WESTERN,INJECTION,18mg,支,18,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W300,羟乙基淀粉 130/0.4氯化钠注射液,Hydroxyethyl Starch 130/0.4,WESTERN,INJECTION,250ml ∶15g、 500ml ∶30g,支,250,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W301,艾曲泊帕乙醇胺片剂,Eltrombopag Olamine,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W302,人粒细胞刺激因子注射液,"Human Granulocyte
Colony-Stimulating Factor",WESTERN,INJECTION,75μg 、100μg 、150μg、 200μg 、300μg,支,75,μg,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W303,绒促性素注射用无菌粉末,Chorionic Gonadotrophin,WESTERN,INJECTION,500 单位、 1000单位、2000 单位、5000 单位,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W304-01,去氨加压素（片剂）,Desmopressin,WESTERN,TABLET,0.089mg 、0. 178mg,片,0.089,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W304-02,去氨加压素（口服溶液剂）,Desmopressin,WESTERN,ORAL_LIQUID,15ml ∶5.4mg,瓶,15,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W304-03,去氨加压素（注射液）,Desmopressin,WESTERN,INJECTION,1ml ∶3.56μg、1ml ∶13.35μg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W305,人生长激素注射用无菌粉末,Human Growth Hormone,WESTERN,INJECTION,0.85mg、1.0mg、 1.2mg 、1.33mg 、1.6mg 、2.0mg 、 3.7mg 、4.0mg,支,0.85,mg,REFRIGERATED,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W306,生长抑素注射用无菌粉末,Somatostatin,WESTERN,INJECTION,3mg,支,3,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W307-01,氢化可的松（片剂）,Hydrocortisone,WESTERN,TABLET,10mg 、20mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W307-02,氢化可的松（注射液）,Hydrocortisone,WESTERN,INJECTION,2ml ∶10mg 、5ml ∶25mg、 20ml ∶100mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W307-03,氢化可的松（注射用无菌粉末）,Hydrocortisone,WESTERN,INJECTION,（琥珀酸钠）注射用无菌粉末： 50mg 、100mg,支,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W308,泼尼松片剂,Prednisone,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W309-01,甲泼尼龙（片剂）,Methylprednisolone,WESTERN,TABLET,4mg,片,4,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W309-02,甲泼尼龙（注射用无菌粉末）,Methylprednisolone,WESTERN,INJECTION,（琥珀酸钠）注射用无菌粉末： 40mg 、125mg 、500mg,支,40,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W310-01,地塞米松（片剂）,Dexamethasone,WESTERN,TABLET,0.75mg,片,0.75,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W310-02,地塞米松（注射液）,Dexamethasone,WESTERN,INJECTION,1ml ∶2mg 、1ml ∶5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W311,胰岛素注射液,Insulin,WESTERN,INJECTION,人胰岛素注射液（短效、中效和预混 30R ）：300 单位、400 单位,支,,,REFRIGERATED,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W312,甘精胰岛素注射液,Insulin Glargine,WESTERN,INJECTION,3ml ∶300 单位,支,3,ml,REFRIGERATED,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W313,门冬胰岛素注射液,Insulin Aspart,WESTERN,INJECTION,3ml ∶300 单位,支,3,ml,REFRIGERATED,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W314,德谷胰岛素注射液,Insulin Degludec,WESTERN,INJECTION,3ml ∶300 单位,支,3,ml,REFRIGERATED,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W315-01,二甲双胍（片剂）,Metformin,WESTERN,TABLET,片剂、肠溶（片剂、胶囊）、缓释片：0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W315-02,二甲双胍（胶囊）,Metformin,WESTERN,CAPSULE,胶囊、缓释胶囊：0.25g,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W316,格列本脲片剂,Glibenclamide,WESTERN,TABLET,2.5mg,片,2.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W317,格列吡嗪片剂,Glipizide,WESTERN,TABLET,片剂、缓释片、胶囊：5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W318,格列美脲片剂,Glimepiride,WESTERN,TABLET,1mg 、2mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W319,格列喹酮片剂,Gliquidone,WESTERN,TABLET,30mg,片,30,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W320-01,格列齐特（片剂）,Gliclazide,WESTERN,TABLET,80mg,片,80,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W320-02,格列齐特（缓释片）,Gliclazide,WESTERN,TABLET,30mg 、60mg,片,30,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W321,阿卡波糖片剂,Acarbose,WESTERN,TABLET,片剂、胶囊：50mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W322,达格列净片剂,Dapagliflozin,WESTERN,TABLET,5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W323,恩格列净片剂,Empagliflozin,WESTERN,TABLET,10mg 、25mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W324,利拉鲁肽注射液,Liraglutide,WESTERN,INJECTION,3ml ∶18mg,支,3,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W325,司美格鲁肽注射液,Semaglutide,WESTERN,INJECTION,1.34mg/ml ，1.5ml（预填充注射笔）； 1.34mg/ml ，3ml（预填充注射笔）,支,1.34,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W326,瑞格列奈片剂,Repaglinide,WESTERN,TABLET,0.5mg 、1mg 、2mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W327,吡格列酮片剂,Pioglitazone,WESTERN,TABLET,片剂、胶囊： 15mg 、30mg,片,15,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W328,西格列汀片剂,Sitagliptin,WESTERN,TABLET,25mg 、50mg 、100mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W329,利格列汀片剂,Linagliptin,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W330,甲状腺片片剂,Thyroid Tablets,WESTERN,TABLET,40mg,片,40,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W331,左甲状腺素钠片剂,Levothyroxine Sodium,WESTERN,TABLET,25μg 、50μg 、100μg,片,25,μg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W332,甲巯咪唑片剂,Thiamazole,WESTERN,TABLET,5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W333,丙硫氧嘧啶片剂,Propylthiouracil,WESTERN,TABLET,50mg 、100mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W334,西那卡塞片剂,Cinacalcet,WESTERN,TABLET,25mg 、75mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W335,丙酸睾酮注射液,Testosterone Propionate,WESTERN,INJECTION,1ml ∶25mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W336-01,十一酸睾酮（软胶囊）,Testosterone Undecanoate,WESTERN,CAPSULE,40mg,粒,40,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W336-02,十一酸睾酮（注射液）,Testosterone Undecanoate,WESTERN,INJECTION,2ml ∶0.25g,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W337,尼尔雌醇片剂,Nilestriol,WESTERN,TABLET,1mg 、2mg 、5mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W338,雌二醇凝胶剂,Estradiol,WESTERN,CREAM,0.06%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,QD,是,是,ACTIVE
MED-2026-W339-01,黄体酮（胶囊）,Progesterone,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W339-02,黄体酮（软胶囊）,Progesterone,WESTERN,CAPSULE,100mg 、200mg,粒,100,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W339-03,黄体酮（注射液）,Progesterone,WESTERN,INJECTION,1ml ∶10mg 、1ml ∶20mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W340-01,甲羟孕酮（片剂）,Medroxyprogesterone,WESTERN,TABLET,2mg、4mg、100mg、250mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W340-02,甲羟孕酮（胶囊）,Medroxyprogesterone,WESTERN,CAPSULE,100mg,粒,100,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W341,地屈孕酮片剂,Dydrogesterone,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W342,地诺孕素片剂,Dienogest,WESTERN,TABLET,2mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W343-01,阿法骨化醇（片剂）,Alfacalcidol,WESTERN,TABLET,片剂、胶囊、软胶囊：0.25μg、 0.5μg,片,0.25,μg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W343-02,阿法骨化醇（滴剂）,Alfacalcidol,WESTERN,DROPS,20ml ∶40μg,瓶,20,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W344-01,维生素（软胶囊）,D2 Vitamin D2,WESTERN,CAPSULE,0. 125mg（5000 单位）、 0.25mg（ 1 万单位）,粒,125,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W344-02,维生素（注射液）,D2 Vitamin D2,WESTERN,INJECTION,1ml ∶5mg（20 万单位）、 1ml ∶10mg（40 万单位）,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W345-01,碳酸钙（片剂）,"D3
Calcium Carbonate and
Vitamin D3",WESTERN,TABLET,每片含碳酸钙 1.5g（相当于钙 600mg） 与维生素 D3 125 国际单位,片,1.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W345-02,碳酸钙（颗粒剂）,"D3
Calcium Carbonate and
Vitamin D3",WESTERN,GRANULE,每袋含碳酸钙1.25g（相当于钙 500mg）与维生素 D3 200国际单位（5μg）,袋,1.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W346,阿仑膦酸钠片剂,Alendronate Sodium,WESTERN,TABLET,10mg 、70mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W347,氯苯那敏片剂,Chlorphenamine,WESTERN,TABLET,1mg 、4mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W348-01,苯海拉明（片剂）,Diphenhydramine,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W348-02,苯海拉明（注射液）,Diphenhydramine,WESTERN,INJECTION,1ml ∶20mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W349,赛庚啶片剂,Cyproheptadine,WESTERN,TABLET,2mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W350-01,异丙嗪（片剂）,Promethazine,WESTERN,TABLET,12.5mg 、25mg,片,12.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W350-02,异丙嗪（注射液）,Promethazine,WESTERN,INJECTION,1ml ∶25mg 、2ml ∶50mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W351-01,氯雷他定（片剂）,Loratadine,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W351-02,氯雷他定（胶囊）,Loratadine,WESTERN,CAPSULE,5mg 、10mg,粒,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W351-03,氯雷他定（糖浆剂）,Loratadine,WESTERN,ORAL_LIQUID,1mg/ml,瓶,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W352-01,西替利嗪（片剂）,Cetirizine,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W352-02,西替利嗪（口服溶液剂）,Cetirizine,WESTERN,ORAL_LIQUID,1mg/ml,瓶,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W352-03,西替利嗪（滴剂）,Cetirizine,WESTERN,DROPS,10mg/ml,瓶,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W353,硫唑嘌呤片剂,Azathioprine,WESTERN,TABLET,50mg 、100mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W354,环孢素胶囊,Ciclosporin,WESTERN,CAPSULE,胶囊、软胶囊、口服溶液剂,粒,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W355-01,他克莫司（胶囊）,Tacrolimus,WESTERN,CAPSULE,胶囊、缓释胶囊：0.5mg 、1mg,粒,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W355-02,他克莫司（颗粒剂）,Tacrolimus,WESTERN,GRANULE,1mg,袋,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W356-01,吗替麦考酚酯（片剂）,Mycophenolate Mofetil,WESTERN,TABLET,片剂、分散片：0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W356-02,吗替麦考酚酯（胶囊）,Mycophenolate Mofetil,WESTERN,CAPSULE,0.25g,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W357,泰它西普注射用无菌粉末,Telitacicept,WESTERN,INJECTION,80mg,支,80,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W358,阿达木单抗注射液,Adalimumab,WESTERN,INJECTION,0.8ml ∶40mg,支,0.8,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W359-01,托法替布（片剂）,Tofacitinib,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W359-02,托法替布（缓释片）,Tofacitinib,WESTERN,TABLET,11mg,片,11,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W360,司莫司汀胶囊,Semustine,WESTERN,CAPSULE,10mg 、50mg,粒,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
