标准品种ID,旧目录编码,名称,英文名称,药品类型,条目类型,原文规格,专科指导,来源位置,来源版本,审核状态
GEN-2BFD4202FA415C1CAA58410C,MED-2026-W278,腺苷钴胺,Cobamamide,WESTERN,MEDICATION,"片剂：0.25mg
胶囊：0.5mg",False,table:47/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7C2FE149D4AC66066FC4609F,MED-2026-W279,甲钴胺,Mecobalamin,WESTERN,MEDICATION,"片剂、胶囊：0.5mg
注射液： 1ml ∶0.5mg",False,table:47/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-499018066A16542816EB700B,MED-2026-W280,人促红素,Human Erythropoietin,WESTERN,MEDICATION,注射液：2000IU、3000IU、10000IU,False,table:47/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-58C3C9629672DC576A0526ED,MED-2026-W281,罗沙司他,Roxadustat,WESTERN,MEDICATION,胶囊：20mg 、50mg,False,table:47/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5D56F529BDD22022AF191EF8,MED-2026-W282,氯吡格雷,Clopidogrel,WESTERN,MEDICATION,片剂：25mg 、75mg,False,table:47/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9B91132FC401AF61963548FF,MED-2026-W283,吲哚布芬,Indobufen,WESTERN,MEDICATION,片剂：0. 1g 、0.2g,False,table:47/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-620DE4C0661BD66DEE034448,MED-2026-W284,替格瑞洛,Ticagrelor,WESTERN,MEDICATION,片剂：60mg 、90mg,False,table:47/row:12,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8AAC89445D1E69E792EB9D94,MED-2026-W285,西洛他唑,Cilostazol,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:48/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-13DF3F4B34F8319EEF6EE430,MED-2026-W286,凝血酶,Thrombin,WESTERN,MEDICATION,散剂：200 单位、500 单位、2000单位,False,table:48/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C3431659E1396CC33D672BDE,MED-2026-W287,维生素K1,Vitamin K1,WESTERN,MEDICATION,注射液： 1ml ∶10mg,False,table:48/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-FE614DBB505A8EED10260D49,MED-2026-W288,甲萘氢醌,Menadiol,WESTERN,MEDICATION,片剂：2mg 、4mg,False,table:48/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-83C896DBD74F87E023333C88,MED-2026-W289,氨甲苯酸,Aminomethylbenzoic Acid,WESTERN,MEDICATION,注射液： 10ml ∶0. 1g 、5ml ∶50mg,False,table:48/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4030E85EF5D955EC602E019E,MED-2026-W290,氨甲环酸,Tranexamic Acid,WESTERN,MEDICATION,注射液：2.5ml ∶0.25g 、5ml ∶0.25g、 5ml ∶0.5g,False,table:48/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-997C571D02A45ABB71D73612,MED-2026-W291,鱼精蛋白,Protamine,WESTERN,MEDICATION,注射液：5ml ∶50mg 、10ml ∶0. 1g,False,table:48/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-26D0C08F22170AA2B26CD09C,MED-2026-W292,血友病用药,,WESTERN,SCOPE,注射用无菌粉末,True,table:48/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1299E80A496377B1873B4671,MED-2026-W293,肝素,Heparin,WESTERN,MEDICATION,"（钙）注射液： 1ml ∶5000 单位、 1ml ∶10000 单位
（钠）注射液：2ml ∶5000 单位、 2ml ∶12500 单位",False,table:48/row:12,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F8B7603FD89C4E98F79B43FE,MED-2026-W294,低分子量肝素,Low Molecular Weight Heparin,WESTERN,MEDICATION,注射液,False,table:49/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8761E9F2D9458D4BC683BC46,MED-2026-W295,华法林,Warfarin,WESTERN,MEDICATION,片剂： 1mg 、2.5mg 、3mg 、5mg,True,table:49/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0C222ED47BBDCDAC796A514F,MED-2026-W296,尿激酶,Urokinase,WESTERN,MEDICATION,注射用无菌粉末： 10 万单位、25万单位,True,table:49/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DCA747D4746B9668A0F8E5B7,MED-2026-W297,达比加群酯,Dabigatran Etexilate,WESTERN,MEDICATION,胶囊： 110mg 、150mg,False,table:49/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0349B6756B1013A1FAF02550,MED-2026-W298,利伐沙班,Rivaroxaban,WESTERN,MEDICATION,片剂： 10mg 、15mg 、20mg,False,table:49/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E32956FA524C7ADE24FCE010,MED-2026-W299,重组人组织型纤溶酶原激酶衍生物,Recombinant Human Tissue-type Plasminogen Activator Derivative,WESTERN,MEDICATION,注射用无菌粉末： 18mg,True,table:49/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-017DA443E46D7535E0FCDEC0,MED-2026-W300,羟乙基淀粉 130/0.4,Hydroxyethyl Starch 130/0.4,WESTERN,MEDICATION,氯化钠注射液：250ml ∶15g、 500ml ∶30g,False,table:49/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D7F6FE99D2C5119327C088CB,MED-2026-W301,艾曲泊帕乙醇胺,Eltrombopag Olamine,WESTERN,MEDICATION,片剂：25mg,True,table:49/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1075C38E2BB93DA9D9DB5A65,MED-2026-W302,人粒细胞刺激因子,Human Granulocyte Colony-Stimulating Factor,WESTERN,MEDICATION,注射液：75μg 、100μg 、150μg、 200μg 、300μg,True,table:50/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E87B7E478907992C774E3248,MED-2026-W303,绒促性素,Chorionic Gonadotrophin,WESTERN,MEDICATION,注射用无菌粉末：500 单位、 1000单位、2000 单位、5000 单位,False,table:51/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-00C127636A84C424BE04D790,MED-2026-W304,去氨加压素,Desmopressin,WESTERN,MEDICATION,"片剂：0.089mg 、0. 178mg
口服溶液剂： 15ml ∶5.4mg
注射液：1ml ∶3.56μg、1ml ∶13.35μg",False,table:51/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DCB9604878741E175E2761C2,MED-2026-W305,人生长激素,Human Growth Hormone,WESTERN,MEDICATION,注射用无菌粉末：0.85mg、1.0mg、 1.2mg 、1.33mg 、1.6mg 、2.0mg 、 3.7mg 、4.0mg,True,table:51/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1A46CF4946DA7FE18768F7EB,MED-2026-W306,生长抑素,Somatostatin,WESTERN,MEDICATION,注射用无菌粉末：3mg,False,table:51/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-90FBA801553247406DDBBB2B,MED-2026-W307,氢化可的松,Hydrocortisone,WESTERN,MEDICATION,"片剂： 10mg 、20mg
注射液：2ml ∶10mg 、5ml ∶25mg、 20ml ∶100mg
（琥珀酸钠）注射用无菌粉末： 50mg 、100mg",False,table:51/row:8;table:79/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F4A36872C4B1E383E0AF9E51,MED-2026-W308,泼尼松,Prednisone,WESTERN,MEDICATION,片剂：5mg,False,table:52/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-875A991C5230F8B8720B458D,MED-2026-W309,甲泼尼龙,Methylprednisolone,WESTERN,MEDICATION,"片剂：4mg
（琥珀酸钠）注射用无菌粉末： 40mg 、125mg 、500mg",False,table:52/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3A4039E17742621F4D014012,MED-2026-W310,地塞米松,Dexamethasone,WESTERN,MEDICATION,"片剂：0.75mg
注射液： 1ml ∶2mg 、1ml ∶5mg",False,table:52/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EC62F418CCFFE1338432880D,MED-2026-W311,胰岛素,Insulin,WESTERN,MEDICATION,人胰岛素注射液（短效、中效和预混 30R ）：300 单位、400 单位,False,table:52/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B82FCEBB6B69ADECEF5B3F4A,MED-2026-W312,甘精胰岛素,Insulin Glargine,WESTERN,MEDICATION,注射液：3ml ∶300 单位,False,table:52/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BFAF1FBEF5C00778839FA344,MED-2026-W313,门冬胰岛素,Insulin Aspart,WESTERN,MEDICATION,注射液：3ml ∶300 单位,False,table:52/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9CE1B38A60F2AEFFCA9420E0,MED-2026-W314,德谷胰岛素,Insulin Degludec,WESTERN,MEDICATION,注射液：3ml ∶300 单位,False,table:52/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4B35A4FC3AC77C41DC9E124E,MED-2026-W315,二甲双胍,Metformin,WESTERN,MEDICATION,"片剂、肠溶（片剂、胶囊）、缓释片：0.25g 、0.5g
胶囊、缓释胶囊：0.25g",False,table:52/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D0726E99D3CCC8FEEEC29034,MED-2026-W316,格列本脲,Glibenclamide,WESTERN,MEDICATION,片剂：2.5mg,False,table:52/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-81FAAC5EA43DF0F2E5C22EA7,MED-2026-W317,格列吡嗪,Glipizide,WESTERN,MEDICATION,片剂、缓释片、胶囊：5mg,False,table:53/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-6189A1F44C876F9B735EA3FA,MED-2026-W318,格列美脲,Glimepiride,WESTERN,MEDICATION,片剂： 1mg 、2mg,False,table:53/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-2709CFCF32452A120245B87C,MED-2026-W319,格列喹酮,Gliquidone,WESTERN,MEDICATION,片剂：30mg,False,table:53/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-03800B58FA893260105A7780,MED-2026-W320,格列齐特,Gliclazide,WESTERN,MEDICATION,"片剂：80mg
缓释片：30mg 、60mg",False,table:53/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D7F14ACF48277D644D6EBC7C,MED-2026-W321,阿卡波糖,Acarbose,WESTERN,MEDICATION,片剂、胶囊：50mg,False,table:53/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7F4725128E74D5C7049FB0ED,MED-2026-W322,达格列净,Dapagliflozin,WESTERN,MEDICATION,片剂：5mg 、10mg,False,table:53/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-17AB3FCBAFF0B859B10DE275,MED-2026-W323,恩格列净,Empagliflozin,WESTERN,MEDICATION,片剂： 10mg 、25mg,False,table:53/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9D22FFE2B529133985FD6526,MED-2026-W324,利拉鲁肽,Liraglutide,WESTERN,MEDICATION,注射液：3ml ∶18mg,False,table:53/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F48AE26DA978CFDDC09FCFDB,MED-2026-W325,司美格鲁肽,Semaglutide,WESTERN,MEDICATION,注射液： 1.34mg/ml ，1.5ml（预填充注射笔）； 1.34mg/ml ，3ml（预填充注射笔）,False,table:53/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0894FFA60B0ED5E42FFD1388,MED-2026-W326,瑞格列奈,Repaglinide,WESTERN,MEDICATION,片剂：0.5mg 、1mg 、2mg,False,table:53/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4A56D5C68146E7A8668E7079,MED-2026-W327,吡格列酮,Pioglitazone,WESTERN,MEDICATION,片剂、胶囊： 15mg 、30mg,False,table:53/row:12,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-74ED2F39FB0147947D06D2A0,MED-2026-W328,西格列汀,Sitagliptin,WESTERN,MEDICATION,片剂：25mg 、50mg 、100mg,False,table:54/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AA70BA1BB186148A4C379B12,MED-2026-W329,利格列汀,Linagliptin,WESTERN,MEDICATION,片剂：5mg,False,table:54/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C688903E447FF4E253011B74,MED-2026-W330,甲状腺片,Thyroid Tablets,WESTERN,MEDICATION,片剂：40mg,False,table:54/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7D26D879F0AAC8B1B50047AD,MED-2026-W331,左甲状腺素钠,Levothyroxine Sodium,WESTERN,MEDICATION,片剂：25μg 、50μg 、100μg,False,table:54/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1FF4BA4AFBFE3C4F5CB37C8A,MED-2026-W332,甲巯咪唑,Thiamazole,WESTERN,MEDICATION,片剂：5mg 、10mg,False,table:54/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-08CE1E69EBE0676751AA9646,MED-2026-W333,丙硫氧嘧啶,Propylthiouracil,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:54/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7C2A9E3F59793D9C4E1633D2,MED-2026-W334,西那卡塞,Cinacalcet,WESTERN,MEDICATION,片剂：25mg 、75mg,True,table:54/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-81C4CACD8C7D305071BEA967,MED-2026-W335,丙酸睾酮,Testosterone Propionate,WESTERN,MEDICATION,注射液： 1ml ∶25mg,False,table:54/row:12,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C67F38819F645F238BB0BEFB,MED-2026-W336,十一酸睾酮,Testosterone Undecanoate,WESTERN,MEDICATION,"软胶囊：40mg
注射液：2ml ∶0.25g",False,table:54/row:13,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0F09DC04159C54E668C5BEFD,MED-2026-W337,尼尔雌醇,Nilestriol,WESTERN,MEDICATION,片剂： 1mg 、2mg 、5mg,False,table:55/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7D26CF628032B9644C4D62A9,MED-2026-W338,雌二醇,Estradiol,WESTERN,MEDICATION,凝胶剂：0.06%,False,table:55/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D9E653DEE3FCB764961D6A46,MED-2026-W339,黄体酮,Progesterone,WESTERN,MEDICATION,"胶囊：50mg
软胶囊： 100mg 、200mg
注射液： 1ml ∶10mg 、1ml ∶20mg",False,table:55/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DCB9D91E5F7F3524259305AA,MED-2026-W340,甲羟孕酮,Medroxyprogesterone,WESTERN,MEDICATION,"片剂：2mg、4mg、100mg、250mg
胶囊： 100mg",True,table:55/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-459D3E8D0DAACC9A03D4437B,MED-2026-W341,地屈孕酮,Dydrogesterone,WESTERN,MEDICATION,片剂： 10mg,False,table:55/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E7AB4548D33C769BDE386E67,MED-2026-W342,地诺孕素,Dienogest,WESTERN,MEDICATION,片剂：2mg,False,table:55/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0C2CD122CC7AFACD7ABC18E5,MED-2026-W343,阿法骨化醇,Alfacalcidol,WESTERN,MEDICATION,"片剂、胶囊、软胶囊：0.25μg、 0.5μg
滴剂：20ml ∶40μg",True,table:55/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-12F7D72D00BD1B47D38EB07D,MED-2026-W344,维生素D2,Vitamin D2,WESTERN,MEDICATION,"软胶囊：0. 125mg（5000 单位）、 0.25mg（ 1 万单位）
注射液： 1ml ∶5mg（20 万单位）、 1ml ∶10mg（40 万单位）",False,table:56/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8F85F8F74AF7279EEE06DB3D,MED-2026-W345,碳酸钙D3,Calcium Carbonate and Vitamin D3,WESTERN,MEDICATION,"片剂：每片含碳酸钙 1.5g（相当于钙 600mg） 与维生素 D3 125 国际单位
颗粒剂：每袋含碳酸钙1.25g（相当于钙 500mg）与维生素 D3 200国际单位（5μg）",False,table:56/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5E5559E89C4127E66CD62892,MED-2026-W346,阿仑膦酸钠,Alendronate Sodium,WESTERN,MEDICATION,片剂： 10mg 、70mg,True,table:56/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C7FB21873867BAD8725E3632,MED-2026-W347,氯苯那敏,Chlorphenamine,WESTERN,MEDICATION,片剂： 1mg 、4mg,False,table:57/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F6C6E2818490FE69BC3AEBC3,MED-2026-W348,苯海拉明,Diphenhydramine,WESTERN,MEDICATION,"片剂：25mg
注射液： 1ml ∶20mg",False,table:57/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-019CDFF2EA93ED10B59725B7,MED-2026-W349,赛庚啶,Cyproheptadine,WESTERN,MEDICATION,片剂：2mg,False,table:57/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-467958F6BF5C5B09A3647AA2,MED-2026-W350,异丙嗪,Promethazine,WESTERN,MEDICATION,"片剂： 12.5mg 、25mg
注射液： 1ml ∶25mg 、2ml ∶50mg",False,table:58/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-46F6AD92E0880304532797F4,MED-2026-W351,氯雷他定,Loratadine,WESTERN,MEDICATION,"片剂： 10mg
胶囊：5mg 、10mg
糖浆剂： 1mg/ml",False,table:58/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-229093FAA1ABEACD12350A89,MED-2026-W352,西替利嗪,Cetirizine,WESTERN,MEDICATION,"片剂： 10mg
口服溶液剂： 1mg/ml
滴剂： 10mg/ml",False,table:58/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-38811067610DF4606E179A52,MED-2026-W353,硫唑嘌呤,Azathioprine,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:59/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-6F3D841F888103CFF4B0FD97,MED-2026-W354,环孢素,Ciclosporin,WESTERN,MEDICATION,胶囊、软胶囊、口服溶液剂,True,table:59/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7D93F259BAA77D1F2D72360B,MED-2026-W355,他克莫司,Tacrolimus,WESTERN,MEDICATION,"胶囊、缓释胶囊：0.5mg 、1mg
颗粒剂： 1mg",True,table:59/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CD3F042C7AFB7C9DD3F4762B,MED-2026-W356,吗替麦考酚酯,Mycophenolate Mofetil,WESTERN,MEDICATION,"片剂、分散片：0.25g 、0.5g
胶囊：0.25g",True,table:59/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-517528D809BFEA0BBDADF363,MED-2026-W357,泰它西普,Telitacicept,WESTERN,MEDICATION,注射用无菌粉末：80mg,True,table:60/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1DFA1B70CD419C37A9A0A8FE,MED-2026-W358,阿达木单抗,Adalimumab,WESTERN,MEDICATION,注射液：0.8ml ∶40mg,True,table:60/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D6ADCE4E72F8B93C05D590C7,MED-2026-W359,托法替布,Tofacitinib,WESTERN,MEDICATION,"片剂：5mg
缓释片： 11mg",True,table:60/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F8E268FF4D8FE27C421F83E4,MED-2026-W360,司莫司汀,Semustine,WESTERN,MEDICATION,胶囊： 10mg 、50mg,True,table:61/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9917DA515BE5F21FA99C94C7,MED-2026-W361,环磷酰胺,Cyclophosphamide,WESTERN,MEDICATION,"片剂：50mg
注射用无菌粉末：100mg、200mg、 500mg",True,table:61/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4ACE9B06535624EFF91FB09F,MED-2026-W362,异环磷酰胺,Ifosfamide,WESTERN,MEDICATION,注射用无菌粉末：0.5g 、1.0g,True,table:61/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8F1345767ECCDAAC3F4D3B63,MED-2026-W363,白消安,Busulfan,WESTERN,MEDICATION,"片剂：0.5mg 、2mg
注射液： 10ml ∶60mg",True,table:61/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5A7EB74D70C85FAF81186370,MED-2026-W364,替莫唑胺,Temozolomide,WESTERN,MEDICATION,"胶囊：20mg 、100mg
注射用无菌粉末： 100mg",True,table:62/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-34FFEBF61341F1E6F66873CD,MED-2026-W365,甲氨蝶呤,Methotrexate,WESTERN,MEDICATION,"片剂：2.5mg
注射液：2ml ∶50mg 、10ml ∶1g
注射用无菌粉末：5mg 、100mg",True,table:62/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9B884331D89F157AA4458767,MED-2026-W366,培美曲塞,Pemetrexed,WESTERN,MEDICATION,注射用无菌粉末：0. 1g、0.2g、0.5g,True,table:62/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
